releaseYear,genre,mean_rating,numVotes,unique_titles_count
2007,Sport,8.05,126019,2
2007,Talk-Show,8.4,13817,1
2007,Thriller,8.033333333333333,1810299,3
2008,Action,8.222222222222221,4732541,9
2008,Adventure,8.22,2611017,5
2008,Animation,8.266666666666667,1665476,6
2008,Biography,8.16,399730,5
2008,Comedy,8.200000000000001,664304,6
2008,Crime,8.4,7463063,10
2008,Documentary,8.133333333333333,122345,3
2008,Drama,8.173333333333334,10582116,30
2008,Family,8.166666666666666,1291477,3
2008,Fantasy,7.933333333333334,1001707,3
2008,History,8.233333333333334,221902,3
2008,Musical,8.3,59860,2
2008,Mystery,8.18,773777,5
2008,Romance,8.0,1644611,4
2008,Sci-Fi,8.233333333333334,1486759,3
2008,Short,8.3,10104,1
2008,Sport,7.9,326170,1
2008,Talk-Show,8.3,10104,1
2008,Thriller,9.0,2683089,2
2008,War,8.4,62141,1
2009,Action,8.2,3285723,8
2009,Adventure,8.257142857142858,5478154,7
2009,Animation,8.314285714285715,2119054,7
2009,Biography,8.25,382125,2
2009,Comedy,8.22,4173920,20
2009,Crime,8.275,689524,8
2009,Documentary,8.75,138372,4
2009,Drama,8.169565217391305,4503698,23
2009,Family,8.3,352977,2
2009,Fantasy,8.05,1544576,2
2009,Game-Show,8.5,24734,1
2009,History,9.0,16723,1
2009,Mystery,8.125,511437,4
2009,Reality-TV,8.5,24734,1
2009,Romance,8.116666666666667,849627,6
2009,Sci-Fi,8.0,1395173,3
2009,Sport,8.2,120987,2
2009,Thriller,8.2,861087,5
2009,War,8.7,1707321,2
2010,Action,8.436363636363636,4377844,11
2010,Adventure,8.391666666666667,5210498,12
2010,Animation,8.344444444444443,2090599,9
2010,Biography,8.2,1863614,4
2010,Comedy,8.22,1400804,15
2010,Crime,8.4,1861189,11
2010,Documentary,8.3,286693,5
2010,Drama,8.264285714285714,7843957,28
2010,Family,8.1,42252,1
2010,Fantasy,8.0,11431,1
2010,Game-Show,8.6,14259,1
2010,History,8.0,722439,1
2010,Horror,8.1,1145562,1
2010,Music,8.200000000000001,52528,3
2010,Mystery,8.5,3042136,6
2010,Reality-TV,8.6,14259,1
2010,Romance,8.15,399999,4
2010,Sci-Fi,8.8,2694442,1
2010,Sport,8.4,142579,2
2010,Talk-Show,8.3,42773,2
2010,Thriller,8.066666666666666,3722720,6
2010,War,8.3,229732,1
2011,Action,8.488888888888887,4267218,9
2011,Adventure,8.522222222222222,3953167,9
2011,Animation,8.414285714285715,441302,7
2011,Biography,8.3,163528,2
2011,Comedy,8.442857142857143,2421050,14
2011,Crime,8.26875,2314127,16
2011,Documentary,8.433333333333334,148147,6
2011,Drama,8.312903225806451,9252448,31
2011,Family,8.05,1012881,2
2011,Fantasy,8.0,1137407,2
2011,History,8.3,11681,1
2011,Horror,7.9,355020,1
2011,Music,8.25,52148,2
2011,Musical,8.5,101268,2
2011,Mystery,8.27142857142857,1827674,7
2011,Reality-TV,8.5,49328,1
2011,Romance,8.8,10444,1
2011,Sci-Fi,7.9,355020,1
2011,Short,9.1,33770,1
2011,Sport,8.1,515949,1
2011,Thriller,8.333333333333334,151029,3
2011,Western,8.3,58094,1
2012,Action,8.172727272727274,4695985,11
2012,Adventure,8.200000000000001,2690514,6
2012,Animation,8.35,437707,6
2012,Biography,8.139999999999999,189992,5
2012,Comedy,8.278571428571428,670595,14
2012,Crime,8.223076923076922,2504622,13
2012,Documentary,8.05,143508,4
2012,Drama,8.208695652173914,6344749,23
2012,Family,8.05,66351,2
2012,Fantasy,7.95,1681224,4
2012,Game-Show,8.5,10484,1
2012,History,8.399999999999999,52295,2
2012,Horror,8.0,21809,1
2012,Music,8.05,89671,2
2012,Mystery,8.28,327276,5
2012,Reality-TV,8.5,10484,1
2012,Romance,8.1,90458,1
2012,Sci-Fi,8.0,1512597,1
2012,Sport,8.2,13694,1
2012,Talk-Show,8.25,37177,2
2012,Thriller,8.0,860213,3
2012,Western,8.5,1798116,1
2013,Action,8.3,2010752,8
2013,Adventure,8.450000000000001,2735176,6
2013,Animation,8.575,1371546,4
2013,Biography,8.049999999999999,4117036,6
2013,Comedy,8.306666666666667,3359053,15
2013,Crime,8.24736842105263,5915773,19
2013,Documentary,8.475,167310,4
2013,Drama,8.232558139534884,8276917,43
2013,Family,8.0,58562,1
2013,Fantasy,8.066666666666666,906776,3
2013,Game-Show,8.4,10151,1
2013,History,8.375,874644,4
2013,Horror,8.225,645525,4
2013,Mystery,8.211111111111112,1695487,9
2013,Romance,8.2,935046,5
2013,Sci-Fi,8.25,891727,4
2013,Sport,8.149999999999999,611466,2
2013,Thriller,8.25,340818,6
2013,War,8.55,63601,2
2014,Action,8.057142857142857,4025842,14
2014,Adventure,8.16,6280780,10
2014,Animation,8.35,1099845,8
2014,Biography,8.120000000000001,971746,5
2014,Comedy,8.391666666666667,3663254,24
2014,Crime,8.27142857142857,2745351,21
2014,Documentary,8.2625,332842,8
2014,Drama,8.277999999999999,11218553,50
2014,Fantasy,8.18,525966,5
2014,History,8.26,160305,5
2014,Horror,8.1,166303,2
2014,Music,8.3,1106792,2
2014,Mystery,8.3,2158699,5
2014,News,8.8,100184,1
2014,Romance,8.22,132164,5
2014,Sci-Fi,8.15,4117181,4
2014,Sport,8.5,20434,1
2014,Talk-Show,8.8,100184,1
2014,Thriller,8.218181818181819,3625963,11
2014,War,8.1,36855,2
2015,Action,8.258333333333333,3561377,12
2015,Adventure,8.16,5120373,10
2015,Animation,8.2,1213851,7
2015,Biography,8.237499999999999,1658418,8
2015,Comedy,8.365384615384615,2501568,26
2015,Crime,8.366666666666667,3881585,18
2015,Documentary,8.316666666666666,253191,6
2015,Drama,8.264444444444443,7856488,45
2015,Family,8.5,38670,2
2015,Fantasy,8.25,60273,4
2015,Game-Show,9.0,24964,1
2015,History,8.25,229332,4
2015,Horror,8.4,82918,1
2015,Mystery,8.1625,1264759,8
2015,News,8.0,10109,1
2015,Romance,8.27142857142857,157593,7
2015,Sci-Fi,8.12,3494358,5
2015,Talk-Show,8.7,12608,1
2015,Thriller,8.200000000000001,1137832,11
2015,War,8.0,14560,1
2015,Western,8.0,914187,1
2016,Action,8.1375,4106109,16
2016,Adventure,8.085714285714285,1527549,7
2016,Animation,8.236363636363636,1370721,11
2016,Biography,8.3,1643750,9
2016,Comedy,8.278571428571428,3312872,28
2016,Crime,8.227777777777778,1359859,18
2016,Documentary,8.428571428571429,322309,7
2016,Drama,8.206666666666667,8748368,60
2016,Fantasy,8.366666666666667,2482117,9
2016,History,8.142857142857142,1095217,7
2016,Horror,8.3,1464570,2
2016,Music,8.175,945647,4
2016,Musical,8.2,24171,1
2016,Mystery,8.163636363636364,2120912,11
2016,News,8.2,29367,1
2016,Romance,8.211111111111112,598265,9
2016,Sci-Fi,7.983333333333333,4268056,6
2016,Short,8.4,27607,1
2016,Sport,8.35,163282,2
2016,Talk-Show,8.7,91087,1
2016,Thriller,8.25,285307,4
2016,War,8.2,111716,1
2017,Action,8.141176470588235,4729974,17
2017,Adventure,8.175,2017763,8
2017,Animation,8.3,817582,5
2017,Biography,8.233333333333333,199085,6
2017,Comedy,8.13076923076923,2241147,13
2017,Crime,8.334615384615384,3728398,26
2017,Documentary,8.483333333333333,204607,6
2017,Drama,8.308333333333334,8337960,47
2017,Family,8.25,263490,2
2017,Fantasy,8.3,11595,1
2017,History,8.5,1020580,6
2017,Horror,8.15,847048,2
2017,Mystery,8.26,2829939,10
2017,Romance,8.0,40155,2
2017,Sci-Fi,8.125,1308420,4
2017,Sport,8.0,131390,3
2017,Thriller,8.377777777777778,1688299,9
2017,War,9.1,31651,1
2017,Western,8.2,86209,1
2018,Action,8.242105263157894,3510202,19
2018,Adventure,8.200000000000001,2601944,11
2018,Animation,8.325000000000001,1020913,12
2018,Biography,8.2,1321621,5
2018,Comedy,8.36875,1719931,16
2018,Crime,8.22857142857143,1608757,21
2018,Documentary,8.114285714285714,218169,7
2018,Drama,8.309615384615386,4812874,52
2018,Family,8.733333333333333,161719,6
2018,Fantasy,8.1,89658,2
2018,History,8.3,98511,4
2018,Horror,8.35,379758,2
2018,Music,7.9,624462,1
2018,Mystery,8.3,703759,8
2018,News,8.7,14737,1
2018,Reality-TV,8.4,33818,2
2018,Romance,8.328571428571427,168039,7
2018,Sci-Fi,8.4,1293631,1
2018,Sport,8.05,92864,2
2018,Thriller,8.128571428571428,532330,7
2018,War,8.2,39774,1
2018,Western,8.6,277761,1
2019,Action,8.355172413793104,5831454,29
2019,Adventure,8.366666666666667,3667469,18
2019,Animation,8.35,1037520,16
2019,Biography,8.18888888888889,1286247,9
2019,Comedy,8.340625,3829748,32
2019,Crime,8.223076923076924,4611011,26
2019,Documentary,8.375,267946,8
2019,Drama,8.283333333333333,10783582,66
2019,Family,8.6,90976,3
2019,Fantasy,8.366666666666667,950690,6
2019,History,8.433333333333332,1102874,6
2019,Horror,8.299999999999999,190790,3
2019,Music,8.100000000000001,57863,2
2019,Mystery,8.11111111111111,382011,9
2019,Romance,8.19090909090909,1078313,11
2019,Sci-Fi,8.266666666666667,1479421,3
2019,Sport,8.5,81557,2
2019,Thriller,8.3,3822939,10
2019,War,8.3,1226837,4
2020,Action,8.266666666666667,534923,12
2020,Adventure,8.2875,769627,8
2020,Animation,8.30909090909091,821416,11
2020,Biography,8.65,520866,4
2020,Comedy,8.323809523809524,1423299,21
2020,Crime,8.33,491043,10
2020,Documentary,8.379999999999999,309889,5
2020,Drama,8.281578947368422,3066526,38
2020,Fantasy,8.283333333333333,150110,6
2020,History,8.325,380573,4
2020,Horror,8.0,88735,2
2020,Music,8.399999999999999,46981,2
2020,Musical,8.1,18675,1
2020,Mystery,8.216666666666667,359673,6
2020,Romance,8.290909090909091,429522,11
2020,Short,8.5,21646,1
2020,Sport,8.8,403625,1
2020,Thriller,8.379999999999999,246518,5
2020,War,8.05,122743,2
2021,Action,8.316,5018663,25
2021,Adventure,8.358333333333333,3628012,12
2021,Animation,8.4,860357,12
2021,Biography,8.2,272450,8
2021,Comedy,8.288235294117648,1611775,17
2021,Crime,8.263157894736842,1124876,19
2021,Documentary,8.3875,225616,8
2021,Drama,8.280434782608696,5009042,46
2021,Family,8.399999999999999,28063,2
2021,Fantasy,8.2,1893529,4
2021,History,8.433333333333334,74679,3
2021,Music,8.375,239357,4
2021,Mystery,8.2375,1172054,8
2021,Reality-TV,9.0,73973,1
2021,Romance,8.32,112884,5
2021,Sci-Fi,8.2,26410,1
2021,Sport,8.25,37777,2
2021,Thriller,8.2,129152,4
2021,Western,8.7,144309,1
2022,Action,8.292592592592593,4410942,27
2022,Adventure,8.384615384615385,1941397,13
2022,Animation,8.34,449717,10
2022,Biography,8.3375,344080,8
2022,Comedy,8.222727272727273,1904109,22
2022,Crime,8.1375,2272936,16
2022,Documentary,8.200000000000001,142838,6
2022,Drama,8.296666666666667,5724035,60
2022,Fantasy,8.4,455224,3
2022,History,8.600000000000001,31022,2
2022,Music,7.95,29458,2
2022,Musical,8.0,35150,2
2022,Mystery,8.34,498382,5
2022,Reality-TV,8.3,23440,1
2022,Romance,8.299999999999999,206563,7
2022,Sci-Fi,8.5,387365,2
2022,Sport,8.3,105959,5
2022,Thriller,8.209090909090909,454649,11
2022,Western,8.3,83997,1
2023,Action,8.24,2077912,15
2023,Adventure,8.444444444444445,1942272,9
2023,Animation,8.4625,692755,8
2023,Biography,8.266666666666667,1143619,6
2023,Comedy,8.225,1312098,12
2023,Crime,8.1,154893,7
2023,Documentary,8.14,129433,5
2023,Drama,8.278947368421052,3487734,38
2023,Family,8.2,20571,1
2023,Fantasy,8.45,67944,4
2023,History,8.35,983176,6
2023,Horror,7.9,126235,1
2023,Music,8.05,66388,2
2023,Musical,8.0,24351,1
2023,Mystery,8.0,313413,2
2023,Romance,8.32,170683,5
2023,Sci-Fi,8.1,187178,1
2023,Sport,8.1,38855,1
2023,Thriller,8.15,243193,8
2023,War,8.5,25888,1
2024,Action,8.461538461538462,1742497,13
2024,Adventure,8.458333333333334,1511024,12
2024,Animation,8.445454545454545,508493,11
2024,Biography,8.17142857142857,216114,7
2024,Comedy,8.209999999999999,335412,10
2024,Crime,8.1875,680867,8
2024,Documentary,8.133333333333333,41468,3
2024,Drama,8.233333333333333,2202299,30
2024,Family,8.066666666666668,114852,3
2024,Fantasy,8.45,27931,2
2024,History,8.185714285714285,206630,7
2024,Music,8.25,26594,2
2024,Mystery,8.1,49839,2
2024,Romance,8.26,121940,5
2024,Sci-Fi,8.2,178948,1
2024,Sport,8.2,17786,1
2024,Thriller,8.1,148059,5
2025,Action,8.075,164124,4
2025,Adventure,8.366666666666667,49096,3
2025,Animation,8.1,11283,1
2025,Comedy,8.033333333333333,54251,3
2025,Crime,8.25,332270,4
2025,Drama,8.35,579818,12
2025,Fantasy,8.9,21055,1
2025,History,9.2,20214,1
2025,Mystery,8.0,13632,1
2025,Romance,8.55,33246,2
2025,Thriller,8.125,311280,4
