id,title,genres,averageRating,numVotes,releaseYear
tt2788432,American Crime Story,"Biography, Crime, Drama",8.4,100996,2016
tt1220617,The Inbetweeners,Comedy,8.4,98098,2008
tt0060028,Star Trek,"Action, Adventure, Drama",8.4,97214,1966
tt6473300,Mirzapur,"Action, Crime, Thriller",8.4,89869,2018
tt1442462,The Good Wife,"Crime, Drama, Mystery",8.4,86534,2009
tt4189022,Ash vs Evil Dead,"Action, Comedy, Horror",8.4,82918,2015
tt1759761,Veep,Comedy,8.4,68528,2012
tt5249462,Erased,"Animation, Crime, Drama",8.4,66886,2016
tt0262150,Black Books,Comedy,8.4,63317,2000
tt0995832,Generation Kill,"Drama, War",8.4,62141,2008
tt0925266,Pushing Daisies,"Comedy, Drama, Fantasy",8.4,60942,2007
tt2384811,Utopia,"Drama, Mystery, Sci-Fi",8.4,53760,2013
tt0103584,X-Men,"Action, Adventure, Animation",8.4,52551,1992
tt5743796,Warrior,"Action, Crime, Drama",8.4,50348,2019
tt11247158,The Legend of Vox Machina,"Action, Adventure, Animation",8.4,49189,2022
tt1942683,The Amazing World of Gumball,"Adventure, Animation, Comedy",8.4,48354,2011
tt0319969,Carnivàle,"Drama, Fantasy, Mystery",8.4,48259,2003
tt1830379,Top Boy,"Crime, Drama, Thriller",8.4,44793,2011
tt1227926,Dr. Horrible's Sing-Along Blog,"Comedy, Musical, Sci-Fi",8.4,44689,2008
tt0094582,The Wonder Years,"Comedy, Drama, Family",8.4,42448,1988
tt7658402,Harley Quinn,"Action, Adventure, Animation",8.4,41186,2019
tt0056751,Doctor Who,"Adventure, Drama, Family",8.4,40766,1963
tt6439752,Snowfall,"Crime, Drama",8.4,39662,2017
tt0458254,The Colbert Report,"Comedy, News, Talk-Show",8.4,39396,2005
tt31510819,MobLand,"Crime, Drama",8.4,39395,2025
tt0472027,John Adams,"Biography, Drama, History",8.4,38454,2008
tt0094535,Red Dwarf,"Comedy, Sci-Fi",8.4,38393,1988
tt0112175,Spider-Man: The Animated Series,"Action, Adventure, Animation",8.4,37689,1994
tt2578560,Broad City,Comedy,8.4,37492,2014
tt2543312,Halt and Catch Fire,Drama,8.4,36913,2014
tt0105946,Babylon 5,"Action, Adventure, Drama",8.4,36084,1993
tt7078180,Violet Evergarden,"Animation, Drama, Family",8.4,35019,2018
tt13433812,Vincenzo,"Action, Comedy, Crime",8.4,34892,2021
tt14168162,Bosch: Legacy,"Crime, Drama",8.4,34863,2022
tt4192812,Unforgotten,"Crime, Drama, Mystery",8.4,34680,2015
tt1883092,Generation War,"Action, Drama, History",8.4,34097,2013
tt30217403,Dandadan,"Action, Adventure, Animation",8.4,34044,2024
tt0478942,Life on Mars,"Crime, Drama, Mystery",8.4,33994,2006
tt4378376,Babylon Berlin,"Crime, Drama, Thriller",8.4,31982,2017
tt0826760,The Killing,"Crime, Drama, Mystery",8.4,31406,2007
tt11301642,Ethos,Drama,8.4,30940,2020
tt8594324,Ghosts,"Comedy, Fantasy",8.4,30593,2019
tt6905542,The Dark Crystal: Age of Resistance,"Adventure, Family, Fantasy",8.4,28330,2019
tt0086659,'Allo 'Allo!,"Comedy, History, War",8.4,28098,1982
tt6205862,Inside Look: The People v. O.J. Simpson - American Crime Story,"Documentary, Short",8.4,27607,2016
tt0074028,The Muppet Show,"Comedy, Family, Musical",8.4,27111,1976
tt0163503,Top Gear,"Documentary, Talk-Show",8.4,25289,1978
tt0416394,The Mighty Boosh,"Comedy, Fantasy, Musical",8.4,24839,2003
tt0098878,Northern Exposure,"Comedy, Drama",8.4,23573,1990
tt0235923,Invader ZIM,"Action, Adventure, Animation",8.4,23366,2001
tt0108872,My So-Called Life,"Comedy, Drama, Romance",8.4,22695,1994
tt0083466,Police Squad!,"Comedy, Crime",8.4,22303,1982
tt0408381,Doc Martin,"Comedy, Drama, Romance",8.4,21583,2004
tt1094229,Heartland,"Drama, Family",8.4,21359,2007
tt0976192,The Spectacular Spider-Man,"Action, Adventure, Animation",8.4,21318,2008
tt8681148,This Is Going to Hurt,"Biography, Comedy, Drama",8.4,20575,2022
tt1734135,Trollhunters: Tales of Arcadia,"Action, Adventure, Animation",8.4,20550,2016
tt0118266,The New Batman Adventures,"Action, Adventure, Animation",8.4,20351,1997
tt0066626,All in the Family,"Comedy, Drama",8.4,19815,1971
tt0075572,Roots,"Biography, Drama, History",8.4,19596,1977
tt2407574,My Mad Fat Diary,"Comedy, Drama, Romance",8.4,19496,2013
tt0053479,The Andy Griffith Show,"Comedy, Family",8.4,18112,1960
tt1553644,The Ricky Gervais Show,"Animation, Comedy, Talk-Show",8.4,17430,2010
tt8888462,Pachinko,Drama,8.4,16508,2022
tt20234568,Weak Hero Class 1,"Action, Drama, Thriller",8.4,16501,2022
tt9174582,Brassic,"Comedy, Drama",8.4,16333,2019
tt27867155,Mr Bates vs. The Post Office,"Biography, Drama",8.4,14649,2024
tt17921714,A Small Light,"Biography, Drama, History",8.4,14422,2023
tt13409432,Ranking of Kings,"Action, Adventure, Animation",8.4,14040,2021
tt24640580,Moving,"Action, Adventure, Fantasy",8.4,13946,2023
tt0924651,The Graham Norton Show,"Comedy, Music, Talk-Show",8.4,13817,2007
tt0098833,Jeeves and Wooster,Comedy,8.4,13541,1990
tt5514358,Steins;Gate 0,"Animation, Drama, Mystery",8.4,13168,2018
tt10183988,Julie and the Phantoms,"Adventure, Comedy, Drama",8.4,13165,2020
tt0184135,The League of Gentlemen,"Comedy, Horror",8.4,12786,1999
tt4284216,Healer,"Action, Comedy, Crime",8.4,12663,2014
tt14533970,The Prince,"Comedy, History",8.4,12655,2023
tt0054533,The Dick Van Dyke Show,"Comedy, Family",8.4,12582,1961
tt0161952,Saint Seiya: Knights of the Zodiac,"Action, Adventure, Animation",8.4,11928,1986
tt0437729,The Late Late Show with Craig Ferguson,"Comedy, Music, Talk-Show",8.4,11730,2005
tt10324164,Prehistoric Planet,"Animation, Documentary, History",8.4,11563,2022
tt0096626,The Kids in the Hall,Comedy,8.4,11432,1988
tt6461346,Stranger,"Crime, Drama, Mystery",8.4,11233,2017
tt0112084,Mr. Show with Bob and David,Comedy,8.4,10889,1995
tt0092571,Anne of Avonlea,"Drama, Family, Romance",8.4,10667,1987
tt8146754,Infinity Train,"Action, Adventure, Animation",8.4,10504,2019
tt0105933,The Adventures of Pete & Pete,"Comedy, Drama, Family",8.4,10371,1992
tt0428167,Stromberg,Comedy,8.4,10262,2004
tt0080297,Tinker Tailor Soldier Spy,"Drama, Mystery, Thriller",8.4,10207,1979
tt2919910,Whose Line Is It Anyway?,"Comedy, Game-Show",8.4,10151,2013
tt2528254,This Is England '90,"Comedy, Crime, Drama",8.4,10137,2015
tt0460649,How I Met Your Mother,"Comedy, Drama, Romance",8.3,760680,2005
tt0411008,Lost,"Adventure, Drama, Fantasy",8.3,643661,2004
tt0455275,Prison Break,"Action, Crime, Drama",8.3,630132,2005
tt11198330,House of the Dragon,"Action, Adventure, Drama",8.3,478540,2022
tt1796960,Homeland,"Crime, Drama, Mystery",8.3,369937,2011
tt12637874,Fallout,"Action, Adventure, Drama",8.3,318807,2024
tt5834204,The Handmaid's Tale,"Drama, Sci-Fi, Thriller",8.3,281644,2017
tt8772296,Euphoria,Drama,8.3,273259,2019
tt0904208,Californication,"Comedy, Drama",8.3,192218,2007
tt3006802,Outlander,"Adventure, Drama, Fantasy",8.3,191146,2014
tt11737520,One Piece,"Action, Adventure, Comedy",8.3,175238,2023
tt0118276,Buffy the Vampire Slayer,"Action, Adventure, Drama",8.3,168114,1997
tt3647998,Taboo,"Drama, Mystery, Thriller",8.3,156949,2017
tt13146488,Peacemaker,"Action, Adventure, Comedy",8.3,149360,2022
tt1695360,The Legend of Korra,"Action, Adventure, Animation",8.3,145406,2012
tt0374463,The Pacific,"Action, Adventure, Drama",8.3,138552,2010
tt0496424,30 Rock,Comedy,8.3,135436,2006
tt2249364,Broadchurch,"Crime, Drama, Mystery",8.3,134577,2013
tt5348176,Barry,"Action, Comedy, Crime",8.3,133556,2018
tt7909970,Unbelievable,"Crime, Drama",8.3,129838,2019
tt1637727,The Killing,"Crime, Drama, Mystery",8.3,129385,2011
tt2699128,The Leftovers,"Drama, Fantasy, Mystery",8.3,122123,2014
tt2234222,Orphan Black,"Drama, Sci-Fi, Thriller",8.3,120545,2013
tt4270492,Billions,Drama,8.3,114526,2016
tt5875444,Slow Horses,"Drama, Thriller",8.3,114083,2022
tt11337908,Maid,Drama,8.3,112541,2021
tt12590266,Cyberpunk: Edgerunners,"Action, Adventure, Animation",8.3,105012,2022
tt8714904,Narcos: Mexico,"Crime, Drama",8.3,98028,2018
tt2249007,Ray Donovan,"Crime, Drama",8.3,96975,2013
tt6517102,Castlevania,"Action, Adventure, Animation",8.3,89559,2017
tt18335752,1923,"Drama, Western",8.3,83997,2022
tt0412253,Veronica Mars,"Crime, Drama, Mystery",8.3,80478,2004
tt13616990,Chainsaw Man,"Action, Animation, Comedy",8.3,76789,2022
tt12327578,Star Trek: Strange New Worlds,"Action, Adventure, Sci-Fi",8.3,64799,2022
tt0445114,Extras,"Comedy, Drama",8.3,62146,2005
tt1344204,Blue Mountain State,"Comedy, Sport",8.3,61644,2010
tt6611916,Kingdom,"Action, Drama, Horror",8.3,59727,2019
tt1699748,Hell on Wheels,"Drama, Western",8.3,58094,2011
tt0383126,MythBusters,"Documentary, Mystery, Reality-TV",8.3,55915,2003
tt0220880,Courage the Cowardly Dog,"Adventure, Animation, Comedy",8.3,54612,1999
tt13706018,Spy x Family,"Action, Animation, Comedy",8.3,51228,2022
tt15477488,Farzi,"Crime, Drama, Thriller",8.3,50967,2023
tt3655448,The Young Pope,Drama,8.3,49882,2016
tt0115147,The Daily Show,"Comedy, News, Talk-Show",8.3,48920,1996
tt1598754,24: Live Another Day,"Action, Crime, Drama",8.3,47481,2014
tt1466074,Columbo,"Crime, Drama, Mystery",8.3,45223,1971
tt1836037,Longmire,"Action, Crime, Drama",8.3,42151,2012
tt0187636,Farscape,"Action, Adventure, Drama",8.3,41823,1999
tt1416765,Parenthood,"Comedy, Drama",8.3,41420,2010
tt4644488,Dragon Ball Super,"Action, Adventure, Animation",8.3,41387,2015
tt4565380,Fauda,"Action, Drama, Thriller",8.3,40791,2015
tt3636060,Poldark,"Drama, Romance",8.3,37955,2015
tt4057372,Sugarland,"Animation, Comedy, Family",8.3,36073,2019
tt0874936,Life,"Crime, Drama, Mystery",8.3,35997,2007
tt8694364,Years and Years,"Drama, Sci-Fi",8.3,35706,2019
tt9054904,Why Women Kill,"Comedy, Crime, Drama",8.3,35542,2019
tt1702042,An Idiot Abroad,"Adventure, Comedy, Documentary",8.3,35154,2010
tt5853176,The Good Fight,"Crime, Drama",8.3,34348,2017
tt10244600,Winning Time: The Rise of the Lakers Dynasty,"Biography, Drama, Sport",8.3,30999,2022
tt8809646,College Romance,"Comedy, Drama, Romance",8.3,29254,2018
tt2396135,Shetland,"Crime, Drama, Mystery",8.3,29247,2013
tt0381798,Rescue Me,"Comedy, Drama",8.3,28751,2004
tt1984119,Feud,"Biography, Drama",8.3,28719,2017
tt2183404,Rectify,Drama,8.3,28354,2013
tt3012698,Olive Kitteridge,Drama,8.3,27808,2014
tt1981558,Key and Peele,Comedy,8.3,27721,2012
tt13623580,Reservation Dogs,"Comedy, Crime",8.3,26803,2021
tt1409055,Dragon Ball Z Kai,"Action, Adventure, Animation",8.3,26779,2009
tt0485842,Studio 60 on the Sunset Strip,"Comedy, Drama",8.3,25638,2006
tt14518756,Hometown Cha-Cha-Cha,"Comedy, Drama, Romance",8.3,25038,2021
tt0948103,Gurren Lagann,"Action, Adventure, Animation",8.3,23624,2007
tt27995114,Dept. Q,"Crime, Drama, Thriller",8.3,23497,2025
tt14674086,Welcome to Wrexham,"Documentary, Reality-TV, Sport",8.3,23440,2022
tt0780362,Jane Eyre,"Drama, Romance",8.3,23104,2006
tt14192814,Kursadzije,"Comedy, Drama",8.3,22521,2006
tt7765404,Wayne,"Action, Comedy, Drama",8.3,22024,2019
tt21975436,Kaiju No. 8,"Action, Adventure, Animation",8.3,21699,2024
tt6478318,Masum,"Crime, Drama, Mystery",8.3,21147,2017
tt8679236,Who Is America?,Comedy,8.3,21042,2018
tt0179552,The Adventures of Tintin,"Action, Adventure, Animation",8.3,19973,1991
tt0160904,MI-5,"Action, Crime, Drama",8.3,19489,2002
tt11775988,Operation MBBS,"Comedy, Drama",8.3,19474,2020
tt0835434,In Treatment,Drama,8.3,18881,2008
tt0839188,Metalocalypse,"Animation, Comedy, Music",8.3,18713,2006
tt11070216,Dirin Dirin,"Animation, Comedy",8.3,18573,2015
tt7222086,Made in Abyss,"Action, Adventure, Animation",8.3,18297,2017
tt13899566,Special Ops 1.5: The Himmat Story,"Action, Crime, Drama",8.3,18290,2021
tt0088491,The Bugs Bunny/Looney Tunes Comedy Hour,"Animation, Comedy, Family",8.3,18162,1985
tt4277922,Call My Agent!,"Comedy, Drama",8.3,17817,2015
tt1626038,The Avengers: Earth's Mightiest Heroes,"Action, Adventure, Animation",8.3,17265,2010
tt9892936,One Hundred Years of Solitude,"Drama, Fantasy, History",8.3,16560,2024
tt1279972,Treme,"Drama, Music",8.3,16469,2010
tt1685471,This Is England '86,"Comedy, Crime, Drama",8.3,15222,2010
tt6157148,Weightlifting Fairy Kim Bok-Joo,"Comedy, Romance",8.3,15205,2016
tt0103376,Bottom,Comedy,8.3,14829,1991
tt10975574,Julia,"Biography, Drama",8.3,14084,2022
tt5531466,DuckTales,"Action, Adventure, Animation",8.3,13419,2017
tt0361256,Wonderfalls,"Comedy, Drama, Fantasy",8.3,13382,2004
tt6354518,The Disastrous Life of Saiki K.,"Animation, Comedy, Fantasy",8.3,13291,2016
tt0423661,Green Wing,"Comedy, Drama",8.3,13235,2004
tt0050051,Perry Mason,"Crime, Drama, Mystery",8.3,12751,1957
tt9113406,Wu-Tang: An American Saga,"Biography, Drama, Music",8.3,12578,2019
tt21030032,Oshi No Ko,"Animation, Drama, Fantasy",8.3,12565,2023
tt2126154,This Is England '88,"Comedy, Crime, Drama",8.3,12146,2011
tt8893550,Car Masters: Rust to Riches,Reality-TV,8.3,11959,2018
tt2006421,Gran Hotel,"Crime, Drama, History",8.3,11681,2011
tt6256484,While You Were Sleeping,"Comedy, Drama, Fantasy",8.3,11595,2017
tt1493239,Terriers,"Comedy, Crime, Drama",8.3,11543,2010
tt0974077,Cranford,Drama,8.3,11244,2007
tt12063450,To Your Eternity,"Adventure, Animation, Drama",8.3,11193,2021
tt0442632,Bleak House,"Crime, Drama",8.3,11091,2005
tt0362192,State of Play,"Crime, Drama, Mystery",8.3,10904,2003
tt1634549,Millennium,"Action, Crime, Mystery",8.3,10821,2010
tt0065314,The Mary Tyler Moore Show,Comedy,8.3,10790,1970
tt0101049,A Bit of Fry and Laurie,Comedy,8.3,10156,1987
tt1535002,Between Two Ferns with Zach Galifianakis,"Comedy, Short, Talk-Show",8.3,10104,2008
tt6468322,Money Heist,"Action, Crime, Drama",8.2,573238,2017
tt9140554,Loki,"Action, Adventure, Fantasy",8.2,446460,2021
tt7767422,Sex Education,"Comedy, Drama, Romance",8.2,380109,2019
tt1196946,The Mentalist,"Crime, Drama, Mystery",8.2,212687,2008
tt4955642,The Good Place,"Comedy, Drama, Fantasy",8.2,207576,2016
tt31806037,Adolescence,"Crime, Drama, Thriller",8.2,203723,2025
tt2431438,Sense8,"Drama, Mystery, Sci-Fi",8.2,167867,2015
tt0238784,Gilmore Girls,"Comedy, Drama",8.2,162327,2000
tt2632424,The Originals,"Drama, Fantasy, Horror",8.2,155175,2013
tt0934814,Chuck,"Action, Comedy, Drama",8.2,151175,2007
tt0212671,Malcolm in the Middle,"Comedy, Family",8.2,149951,2000
tt1358522,White Collar,"Comedy, Crime, Drama",8.2,149336,2009
tt7049682,Watchmen,"Crime, Drama, Mystery",8.2,141235,2019
tt7203552,The Morning Show,Drama,8.2,139955,2019
tt2628232,Penny Dreadful,"Drama, Fantasy, Horror",8.2,135714,2014
tt2375692,Black Sails,"Action, Adventure, Drama",8.2,121346,2014
tt0206512,SpongeBob SquarePants,"Animation, Comedy, Family",8.2,119419,1999
tt1548850,Misfits,"Comedy, Drama, Fantasy",8.2,110610,2009
tt6315640,Atypical,"Comedy, Drama",8.2,109751,2017
tt0106004,Frasier,Comedy,8.2,99802,1993
tt1561755,Bob's Burgers,"Animation, Comedy",8.2,98086,2011
tt0840196,Skins,Drama,8.2,97298,2007
tt5626028,My Hero Academia,"Action, Adventure, Animation",8.2,92907,2016
tt5516154,Godless,"Action, Drama, Western",8.2,86209,2017
tt0434665,Bleach,"Action, Adventure, Animation",8.2,82421,2004
tt4635276,Master of None,"Comedy, Drama",8.2,77686,2015
tt9680440,Paatal Lok,"Action, Crime, Drama",8.2,72249,2020
tt0866442,Eastbound & Down,"Comedy, Drama, Sport",8.2,67526,2009
tt3487382,Forever,"Crime, Drama, Fantasy",8.2,64487,2014
tt11712058,Mayor of Kingstown,"Crime, Drama, Thriller",8.2,61593,2021
tt3609352,Grace and Frankie,Comedy,8.2,59759,2015
tt14186672,Landman,Drama,8.2,57573,2024
tt3358020,Parasyte: The Maxim,"Action, Animation, Drama",8.2,56252,2014
tt11815682,Hacks,"Comedy, Drama",8.2,54318,2021
tt1480684,The League,"Comedy, Sport",8.2,53461,2009
tt22074164,Jury Duty,Comedy,8.2,50952,2023
tt0088526,The Golden Girls,"Comedy, Drama",8.2,50390,1985
tt15469618,Bad Sisters,"Comedy, Drama, Thriller",8.2,50045,2022
tt6317068,Final Space,"Action, Adventure, Animation",8.2,50037,2018
tt13911628,Lessons in Chemistry,Drama,8.2,49564,2023
tt14664414,Young Royals,"Drama, Romance",8.2,47880,2021
tt5574490,Animal Kingdom,"Crime, Drama",8.2,46524,2016
tt7255502,The Kominsky Method,"Comedy, Drama",8.2,45815,2018
tt14218830,Abbott Elementary,Comedy,8.2,45253,2021
tt7441658,Black Clover,"Action, Adventure, Animation",8.2,42187,2017
tt1073507,Party Down,"Comedy, Drama",8.2,38358,2009
tt0096684,Quantum Leap,"Action, Adventure, Drama",8.2,38048,1989
tt21344706,The Glory,"Drama, Mystery, Thriller",8.2,37644,2022
tt32252772,Dexter: Original Sin,"Crime, Drama, Mystery",8.2,37453,2024
tt10405370,Rogue Heroes,"Action, Drama, Thriller",8.2,32648,2022
tt5137338,Victoria,"Biography, Drama, History",8.2,32588,2016
tt8688814,The Dragon Prince,"Action, Adventure, Animation",8.2,30600,2018
tt13138834,Time,"Crime, Drama",8.2,30280,2021
tt5768632,Love Doesn't Understand Words,"Comedy, Romance",8.2,30226,2016
tt13293588,Mushoku Tensei: Jobless Reincarnation,"Action, Adventure, Animation",8.2,29575,2021
tt0495212,Hellsing Ultimate,"Action, Animation, Fantasy",8.2,29131,2006
tt1235547,Better Off Ted,"Comedy, Sci-Fi",8.2,27967,2009
tt11639414,The Midnight Gospel,"Adventure, Animation, Comedy",8.2,27908,2020
tt8531222,Dave,"Comedy, Music",8.2,27073,2020
tt0908454,Gavin & Stacey,"Comedy, Drama, Romance",8.2,26913,2007
tt5912064,Kim's Convenience,Comedy,8.2,26596,2016
tt4925000,Descendants of the Sun,"Action, Comedy, Drama",8.2,25824,2016
tt0251439,Trigun,"Action, Adventure, Animation",8.2,25521,1998
tt1637574,Conan,"Comedy, Music, Talk-Show",8.2,25343,2010
tt8101850,Undone,"Animation, Drama, Fantasy",8.2,25230,2019
tt4374208,Catastrophe,Comedy,8.2,24936,2015
tt9458304,Dororo,"Action, Adventure, Animation",8.2,24910,2019
tt1844923,Friday Night Dinner,Comedy,8.2,24262,2011
tt4592410,The Get Down,"Drama, Music, Musical",8.2,24171,2016
tt0379632,Hustle,"Crime, Drama, Mystery",8.2,24069,2004
tt11398870,Caliphate,"Crime, Drama, Thriller",8.2,23711,2020
tt1693592,Vera,"Crime, Drama, Mystery",8.2,22902,2011
tt2581458,Looking,"Comedy, Drama, Romance",8.2,22638,2014
tt0105929,Absolutely Fabulous,Comedy,8.2,22437,1992
tt6466208,Breathe,"Crime, Drama, Thriller",8.2,22433,2018
tt27668559,Queen of Tears,"Comedy, Drama, Romance",8.2,21637,2024
tt0207275,The 10th Kingdom,"Adventure, Comedy, Family",8.2,21247,2000
tt0108906,The Kingdom,"Comedy, Drama, Fantasy",8.2,21054,1994
tt5673782,Genius,"Biography, Drama, History",8.2,20710,2017
tt8392006,Apharan,"Crime, Thriller",8.2,20499,2018
tt1660055,Scooby-Doo! Mystery Incorporated,"Adventure, Animation, Comedy",8.2,20401,2010
tt4687882,Patriot,"Comedy, Drama, Thriller",8.2,19753,2015
tt0106052,Late Night with Conan O'Brien,"Comedy, Music, Talk-Show",8.2,19449,1993
tt1091909,Murdoch Mysteries,"Crime, Drama, Mystery",8.2,19225,2008
tt1988386,Miss Fisher's Murder Mysteries,"Crime, Drama, History",8.2,18547,2012
tt0983983,Shaun the Sheep,"Animation, Comedy, Family",8.2,18508,2007
tt3469052,My Love from Another Star,"Comedy, Drama, Fantasy",8.2,18165,2013
tt1533435,Miranda,Comedy,8.2,18122,2009
tt13024830,Senna,"Biography, Drama, Sport",8.2,17786,2024
tt0083505,The Young Ones,Comedy,8.2,17207,1982
tt0387736,Farscape: The Peacekeeper Wars,"Action, Adventure, Drama",8.2,17207,2004
tt0103352,Are You Afraid of the Dark?,"Drama, Fantasy, Horror",8.2,17030,1990
tt3556920,Wolf Hall,"Biography, Drama, History",8.2,16941,2015
tt35931358,Wolf Hall: The Mirror and the Light on Masterpiece,,8.2,16926,2025
tt30088743,Wolf Hall: The Mirror and the Light,"Biography, Drama, History",8.2,16917,2024
tt0874608,Inspector Lewis,"Crime, Drama, Mystery",8.2,16820,2006
tt7211618,Gentleman Jack,"Biography, Drama, History",8.2,16773,2019
tt2051178,Fate/Zero,"Action, Adventure, Animation",8.2,16056,2011
tt12759100,Somebody Somewhere,"Comedy, Drama",8.2,16028,2022
tt1118804,Clannad,"Animation, Comedy, Drama",8.2,15848,2007
tt5014882,The Durrells,"Biography, Comedy, Drama",8.2,15694,2016
tt15384586,Fellow Travelers,"Drama, Romance",8.2,15336,2023
tt0092379,Inspector Morse,"Crime, Drama, Mystery",8.2,15247,1987
tt9612102,Exit,"Crime, Drama, Thriller",8.2,15168,2019
tt6494622,Made in Heaven,"Drama, Romance",8.2,14929,2019
tt0058805,Get Smart,"Action, Adventure, Comedy",8.2,14569,1965
tt1708446,Taarak Mehta Ka Ooltah Chashmah,"Comedy, Drama, Family",8.2,14039,2008
tt2348803,Kuroko's Basketball,"Animation, Comedy, Sport",8.2,13694,2012
tt0098830,In Living Color,"Comedy, Music",8.2,13679,1990
tt1334722,Baccano!,"Action, Adventure, Animation",8.2,13239,2007
tt1773185,Puella Magi Madoka Magica,"Action, Adventure, Animation",8.2,12658,2011
tt15026724,Our Beloved Summer,"Drama, Romance",8.2,12454,2021
tt0337898,Law of the Lawless,"Action, Crime, Drama",8.2,12279,2002
tt31122777,Say Nothing,"Drama, History, Thriller",8.2,12044,2024
tt0346369,Penn & Teller: Bullshit!,"Comedy, Documentary",8.2,12010,2003
tt0071042,The Rockford Files,"Crime, Drama, Mystery",8.2,11913,1974
tt2544148,20 Dakika,"Action, Drama, Romance",8.2,11742,2013
tt0197159,Home Movies,"Animation, Comedy, Drama",8.2,11523,1999
tt6112556,Yuri!!! On Ice,"Animation, Comedy, Drama",8.2,11500,2016
tt2432604,Toast of London,Comedy,8.2,11423,2012
tt0081873,Hill Street Blues,"Crime, Drama, Mystery",8.2,11279,1981
tt13718450,86,"Action, Animation, Drama",8.2,11126,2021
tt1178522,Little Dorrit,"Drama, Mystery, Romance",8.2,11100,2008
tt13024974,D.P.,"Action, Crime, Drama",8.2,10873,2021
tt4343334,For My Son,"Crime, Drama",8.2,10717,2015
tt1138475,The Guild,"Comedy, Short",8.2,10668,2007
tt8050740,Amphibia,"Action, Adventure, Animation",8.2,10584,2019
tt20449048,Feels Like Home,Comedy,8.2,10582,2022
tt1055238,Would I Lie to You?,"Comedy, Game-Show",8.2,10461,2007
tt5754602,4 Blocks,"Crime, Drama",8.2,10224,2017
tt0337792,Wire in the Blood,"Crime, Drama, Mystery",8.2,10163,2002
tt1520211,The Walking Dead,"Drama, Horror, Thriller",8.1,1145562,2010
tt0898266,The Big Bang Theory,"Comedy, Romance",8.1,909933,2007
tt0182576,Family Guy,"Animation, Comedy",8.1,378230,1999
tt0452046,Criminal Minds,"Crime, Drama, Mystery",8.1,231316,2005
tt0165598,That '70s Show,"Comedy, Drama, Romance",8.1,194901,1998
tt14688458,Silo,"Drama, Mystery, Sci-Fi",8.1,187178,2023
tt11691774,Only Murders in the Building,"Comedy, Crime, Drama",8.1,186557,2021
tt1219024,Castle,"Comedy, Crime, Drama",8.1,181493,2009
tt3205802,How to Get Away with Murder,"Crime, Drama, Mystery",8.1,173864,2014
tt7016936,Killing Eve,"Action, Adventure, Drama",8.1,146823,2018
tt0203259,Law & Order: Special Victims Unit,"Crime, Drama, Mystery",8.1,137121,1999
tt2294189,The Fall,"Crime, Drama, Thriller",8.1,126546,2013
tt4301160,Black Bird,"Biography, Crime, Drama",8.1,126317,2022
tt2188671,Bates Motel,"Drama, Horror, Mystery",8.1,121940,2013
tt0092400,Married... with Children,Comedy,8.1,115079,1987
tt2879552,11.22.63,"Drama, Mystery, Romance",8.1,109844,2016
tt15677150,Shrinking,"Comedy, Drama",8.1,101336,2023
tt5114356,Legion,"Action, Drama, Sci-Fi",8.1,100913,2017
tt24053860,The Day of the Jackal,"Action, Crime, Drama",8.1,100883,2024
tt0312172,Monk,"Comedy, Crime, Drama",8.1,98737,2002
tt0758790,The Tudors,"Drama, History, Romance",8.1,84663,2007
tt7772588,For All Mankind,"Drama, Sci-Fi",8.1,79838,2019
tt8690918,Resident Alien,"Comedy, Drama, Mystery",8.1,75602,2021
tt0106145,Star Trek: Deep Space Nine,"Action, Adventure, Drama",8.1,74401,1993
tt0374455,Stargate: Atlantis,"Action, Adventure, Drama",8.1,73945,2004
tt5618256,Manhunt,"Biography, Crime, Drama",8.1,65710,2017
tt18923754,Daredevil: Born Again,"Action, Crime, Drama",8.1,65655,2025
tt2930604,Star Wars: Rebels,"Action, Adventure, Animation",8.1,64296,2014
tt0852863,Phineas and Ferb,"Action, Adventure, Animation",8.1,62766,2007
tt11016042,Ripley,"Crime, Drama, Thriller",8.1,61539,2024
tt4047038,Dirk Gently's Holistic Detective Agency,"Action, Adventure, Comedy",8.1,60428,2016
tt16283804,One Day,"Comedy, Drama, Romance",8.1,60067,2024
tt4687880,Goliath,Drama,8.1,60063,2016
tt2235759,The Great,"Biography, Comedy, Drama",8.1,59675,2020
tt8634332,The Righteous Gemstones,"Comedy, Drama",8.1,58540,2019
tt1610527,Workaholics,Comedy,8.1,57863,2011
tt3281796,Power,"Crime, Drama",8.1,56004,2014
tt22014226,Taaza Khabar,"Action, Comedy, Drama",8.1,55836,2023
tt8788458,The Promised Neverland,"Action, Adventure, Animation",8.1,53287,2019
tt2887954,Tokyo Vice,"Crime, Drama, Thriller",8.1,53034,2022
tt2805096,Chicago P.D.,"Action, Crime, Drama",8.1,49350,2014
tt0105958,Boy Meets World,"Comedy, Drama, Family",8.1,48397,1993
tt0348913,Dead Like Me,"Comedy, Drama, Fantasy",8.1,45200,2003
tt2452242,Happy!,"Action, Comedy, Crime",8.1,44737,2017
tt3061046,Steven Universe,"Action, Adventure, Animation",8.1,43361,2013
tt4406178,The Gilded Age,Drama,8.1,42309,2022
tt1615919,Raising Hope,"Comedy, Family",8.1,42252,2010
tt8749198,Daisy Jones & The Six,"Drama, Music, Romance",8.1,42037,2023
tt20723374,Star Wars: Tales of the Jedi,"Action, Adventure, Animation",8.1,40948,2022
